onset	duration	lrdiff
0.00	0.04	0.00000000
0.04	0.04	-0.00000011
0.08	0.04	0.00002290
0.12	0.04	0.00002281
0.16	0.04	0.00025737
0.20	0.04	0.00039538
0.24	0.04	0.00072468
0.28	0.04	0.00103646
0.32	0.04	0.00092050
0.36	0.04	0.00083592
0.40	0.04	0.00143316
0.44	0.04	0.00136312
0.48	0.04	0.00102161
0.52	0.04	0.00071659
0.56	0.04	0.00112829
0.60	0.04	0.00093736
0.64	0.04	0.00185654
0.68	0.04	0.00214842
0.72	0.04	0.00077482
0.76	0.04	0.00037796
0.80	0.04	0.00087229
0.84	0.04	-0.00026340
0.88	0.04	0.00129986
0.92	0.04	0.00251144
0.96	0.04	0.00057070
1.00	0.04	-0.00104992
1.04	0.04	0.00050885
1.08	0.04	0.00286756
1.12	0.04	0.00234106
1.16	0.04	0.00250551
1.20	0.04	0.00091990
1.24	0.04	0.00040146
1.28	0.04	0.00133066
1.32	0.04	0.00241311
1.36	0.04	0.00033919
1.40	0.04	-0.00008496
1.44	0.04	0.00025945
1.48	0.04	-0.00053282
1.52	0.04	-0.00283268
1.56	0.04	-0.00097788
1.60	0.04	-0.00194023
1.64	0.04	0.00096225
1.68	0.04	0.00115793
1.72	0.04	0.00011717
1.76	0.04	0.00049628
1.80	0.04	0.00125199
1.84	0.04	0.00245717
1.88	0.04	0.00188188
1.92	0.04	0.00044955
1.96	0.04	0.00001819
2.00	0.04	0.00037315
2.04	0.04	0.00056976
2.08	0.04	-0.00386899
2.12	0.04	-0.00413751
2.16	0.04	-0.00187211
2.20	0.04	-0.00014489
2.24	0.04	0.00076930
2.28	0.04	-0.00011672
2.32	0.04	-0.00084495
2.36	0.04	-0.00087047
2.40	0.04	-0.00194707
2.44	0.04	0.00014031
2.48	0.04	0.00030710
2.52	0.04	-0.00061816
2.56	0.04	-0.00089443
2.60	0.04	-0.00136314
2.64	0.04	-0.00019809
2.68	0.04	0.00165951
2.72	0.04	0.00011750
2.76	0.04	-0.00018324
2.80	0.04	0.00225482
2.84	0.04	0.00262234
2.88	0.04	0.00102039
2.92	0.04	0.00024118
2.96	0.04	0.00155622
3.00	0.04	0.00295144
3.04	0.04	0.00003093
3.08	0.04	-0.00415104
3.12	0.04	-0.00435939
3.16	0.04	-0.00352261
3.20	0.04	-0.00207964
3.24	0.04	-0.00345140
3.28	0.04	-0.00234803
3.32	0.04	-0.00104753
3.36	0.04	0.00033264
3.40	0.04	0.00081609
3.44	0.04	-0.00006831
3.48	0.04	-0.00013521
3.52	0.04	0.00095862
3.56	0.04	0.00085131
3.60	0.04	-0.00057730
3.64	0.04	0.00049696
3.68	0.04	0.00021678
3.72	0.04	0.00059464
3.76	0.04	0.00038779
3.80	0.04	-0.00019011
3.84	0.04	0.00075815
3.88	0.04	0.00069433
3.92	0.04	0.00091151
3.96	0.04	0.00025904
4.00	0.04	-0.00026016
4.04	0.04	-0.00066481
4.08	0.04	0.00025211
4.12	0.04	0.00043341
4.16	0.04	0.00045746
4.20	0.04	0.00064673
4.24	0.04	-0.00063772
4.28	0.04	-0.00066105
4.32	0.04	-0.00131239
4.36	0.04	-0.00025126
4.40	0.04	0.00058041
4.44	0.04	-0.00022757
4.48	0.04	0.00002568
4.52	0.04	0.00053883
4.56	0.04	0.00116365
4.60	0.04	0.00136013
4.64	0.04	0.00142096
4.68	0.04	0.00062969
4.72	0.04	-0.00068386
4.76	0.04	0.00055491
4.80	0.04	-0.00030224
4.84	0.04	-0.00107503
4.88	0.04	-0.00021756
4.92	0.04	0.00018550
4.96	0.04	0.00162818
5.00	0.04	0.00067190
5.04	0.04	-0.00051697
5.08	0.04	-0.00123758
5.12	0.04	-0.00128130
5.16	0.04	-0.00018629
5.20	0.04	-0.00067474
5.24	0.04	-0.00160842
5.28	0.04	-0.00017553
5.32	0.04	-0.00044410
5.36	0.04	-0.00073888
5.40	0.04	-0.00012526
5.44	0.04	0.00056097
5.48	0.04	0.00028141
5.52	0.04	-0.00027850
5.56	0.04	-0.00002222
5.60	0.04	0.00037224
5.64	0.04	0.00101142
5.68	0.04	0.00157554
5.72	0.04	0.00087364
5.76	0.04	-0.00074200
5.80	0.04	-0.00138701
5.84	0.04	-0.00229797
5.88	0.04	-0.00106878
5.92	0.04	-0.00057244
5.96	0.04	-0.00018155
6.00	0.04	0.00020486
6.04	0.04	-0.00045960
6.08	0.04	-0.00045752
6.12	0.04	-0.00084608
6.16	0.04	-0.00090124
6.20	0.04	-0.00044298
6.24	0.04	-0.00018801
6.28	0.04	-0.00110833
6.32	0.04	0.00032793
6.36	0.04	-0.00028959
6.40	0.04	0.00003972
6.44	0.04	0.00043123
6.48	0.04	-0.00009584
6.52	0.04	-0.00024075
6.56	0.04	-0.00079393
6.60	0.04	0.00043978
6.64	0.04	0.00031748
6.68	0.04	-0.00031037
6.72	0.04	-0.00099192
6.76	0.04	-0.00132409
6.80	0.04	-0.00140017
6.84	0.04	-0.00001108
6.88	0.04	0.00005805
6.92	0.04	-0.00012185
6.96	0.04	0.00003366
7.00	0.04	0.00023250
7.04	0.04	-0.00086335
7.08	0.04	0.00016653
7.12	0.04	-0.00052492
7.16	0.04	-0.00020878
7.20	0.04	-0.00027787
7.24	0.04	-0.00013469
7.28	0.04	-0.00025402
7.32	0.04	-0.00007355
7.36	0.04	-0.00027793
7.40	0.04	-0.00124770
7.44	0.04	-0.00085821
7.48	0.04	-0.00122394
7.52	0.04	-0.00122721
7.56	0.04	-0.00061675
7.60	0.04	-0.00105526
7.64	0.04	-0.00146624
7.68	0.04	-0.00151244
7.72	0.04	-0.00139120
7.76	0.04	-0.00145932
7.80	0.04	-0.00130358
7.84	0.04	-0.00130225
7.88	0.04	-0.00105640
7.92	0.04	-0.00117566
7.96	0.04	-0.00135638
8.00	0.04	-0.00148130
8.04	0.04	-0.00169095
8.08	0.04	-0.00187785
8.12	0.04	-0.00088313
8.16	0.04	-0.00151927
8.20	0.04	-0.00157905
8.24	0.04	-0.00109075
8.28	0.04	-0.00088325
8.32	0.04	-0.00038245
8.36	0.04	-0.00024254
8.40	0.04	-0.00043474
8.44	0.04	-0.00096332
8.48	0.04	-0.00147749
8.52	0.04	-0.00124605
8.56	0.04	0.00051446
8.60	0.04	0.00097413
8.64	0.04	-0.00027327
8.68	0.04	-0.00058447
8.72	0.04	0.00239856
8.76	0.04	0.00002786
8.80	0.04	0.00071931
8.84	0.04	-0.00104931
8.88	0.04	-0.00047694
8.92	0.04	-0.00124972
8.96	0.04	-0.00098368
9.00	0.04	0.00000785
9.04	0.04	-0.00086214
9.08	0.04	-0.00112658
9.12	0.04	0.00052632
9.16	0.04	0.00473798
9.20	0.04	0.00512450
9.24	0.04	0.00212674
9.28	0.04	0.00302040
9.32	0.04	0.00419123
9.36	0.04	0.00243823
9.40	0.04	0.00318016
9.44	0.04	0.00590267
9.48	0.04	0.00866598
9.52	0.04	0.00832357
9.56	0.04	0.00993434
9.60	0.04	0.01103593
9.64	0.04	0.00985461
9.68	0.04	0.01060304
9.72	0.04	0.01142078
9.76	0.04	0.00898206
9.80	0.04	0.00735015
9.84	0.04	0.01054866
9.88	0.04	0.00737700
9.92	0.04	0.01413555
9.96	0.04	0.00443873
10.00	0.04	0.00332121
10.04	0.04	0.00346557
10.08	0.04	0.00283408
10.12	0.04	-0.00346988
10.16	0.04	-0.00236005
10.20	0.04	0.00530993
10.24	0.04	0.00625042
10.28	0.04	0.00201740
10.32	0.04	-0.00400884
10.36	0.04	-0.00034784
10.40	0.04	0.00399097
10.44	0.04	-0.00173294
10.48	0.04	0.00050718
10.52	0.04	-0.00022013
10.56	0.04	-0.00350877
10.60	0.04	-0.00252472
10.64	0.04	-0.00622961
10.68	0.04	-0.00485188
10.72	0.04	0.00209900
10.76	0.04	-0.00134168
10.80	0.04	-0.00100551
10.84	0.04	0.00201526
10.88	0.04	0.00287990
10.92	0.04	0.00799081
10.96	0.04	0.00596834
11.00	0.04	0.00333843
11.04	0.04	0.00601268
11.08	0.04	0.00275145
11.12	0.04	0.00291716
11.16	0.04	0.00359780
11.20	0.04	0.00473455
11.24	0.04	0.00738724
11.28	0.04	0.00476648
11.32	0.04	0.00296472
11.36	0.04	0.00589685
11.40	0.04	0.00527333
11.44	0.04	0.00910020
11.48	0.04	0.00616729
11.52	0.04	0.00189521
11.56	0.04	0.00188170
11.60	0.04	0.00256903
11.64	0.04	0.00579944
11.68	0.04	0.00770521
11.72	0.04	0.00664894
11.76	0.04	0.00598739
11.80	0.04	0.00435284
11.84	0.04	0.00442760
11.88	0.04	0.00070965
11.92	0.04	-0.00173412
11.96	0.04	0.00267774
12.00	0.04	0.00862895
12.04	0.04	0.00894623
12.08	0.04	0.00987149
12.12	0.04	0.00484897
12.16	0.04	-0.00371863
12.20	0.04	-0.00360891
12.24	0.04	0.00312765
12.28	0.04	0.00393803
12.32	0.04	0.00066984
12.36	0.04	0.00801244
12.40	0.04	0.00563856
12.44	0.04	0.00385562
12.48	0.04	0.00892761
12.52	0.04	0.00788965
12.56	0.04	0.00571954
12.60	0.04	-0.00012175
12.64	0.04	-0.00187109
12.68	0.04	-0.00236349
12.72	0.04	-0.00022965
12.76	0.04	-0.00283266
12.80	0.04	0.00135001
12.84	0.04	-0.00184321
12.88	0.04	-0.00278948
12.92	0.04	0.00286210
12.96	0.04	0.00246872
13.00	0.04	0.00172793
13.04	0.04	0.00233811
13.08	0.04	0.00323051
13.12	0.04	-0.00053583
13.16	0.04	-0.00145569
13.20	0.04	0.00073593
13.24	0.04	0.00313827
13.28	0.04	0.00248370
13.32	0.04	0.00022944
13.36	0.04	-0.00224680
13.40	0.04	0.00051048
13.44	0.04	0.00045114
13.48	0.04	0.00297674
13.52	0.04	0.00143319
13.56	0.04	-0.00589449
13.60	0.04	0.00001133
13.64	0.04	0.00164224
13.68	0.04	0.00380647
13.72	0.04	0.00441248
13.76	0.04	0.01266962
13.80	0.04	0.01246852
13.84	0.04	0.00916693
13.88	0.04	-0.00039464
13.92	0.04	0.00106555
13.96	0.04	0.00090537
14.00	0.04	0.00004707
14.04	0.04	0.00824574
14.08	0.04	0.00562131
14.12	0.04	0.00291401
14.16	0.04	-0.00682143
14.20	0.04	0.00452374
14.24	0.04	0.00564395
14.28	0.04	0.00566910
14.32	0.04	0.00149562
14.36	0.04	0.00085502
14.40	0.04	0.00391504
14.44	0.04	-0.00082997
14.48	0.04	-0.00230266
14.52	0.04	0.00131542
14.56	0.04	-0.00419598
14.60	0.04	-0.00300142
14.64	0.04	-0.00427616
14.68	0.04	-0.00246615
14.72	0.04	-0.00155861
14.76	0.04	0.00379348
14.80	0.04	-0.00047992
14.84	0.04	-0.00023638
14.88	0.04	0.00308432
14.92	0.04	0.00111980
14.96	0.04	-0.00159938
15.00	0.04	0.00279126
15.04	0.04	0.00062457
15.08	0.04	0.00281150
15.12	0.04	-0.00309753
15.16	0.04	-0.00199558
15.20	0.04	0.00744659
15.24	0.04	-0.00138328
15.28	0.04	0.00319844
15.32	0.04	0.00148316
15.36	0.04	0.00005426
15.40	0.04	0.00358730
15.44	0.04	0.00462549
15.48	0.04	0.00301447
15.52	0.04	0.00670633
15.56	0.04	0.00856236
15.60	0.04	0.01074950
15.64	0.04	0.00548653
15.68	0.04	0.00560648
15.72	0.04	0.00493670
15.76	0.04	0.00211203
15.80	0.04	0.00167621
15.84	0.04	0.00626056
15.88	0.04	0.00119125
15.92	0.04	0.00262106
15.96	0.04	0.00247694
16.00	0.04	0.00577378
16.04	0.04	0.00286051
16.08	0.04	0.00022764
16.12	0.04	0.00332223
16.16	0.04	0.00568862
16.20	0.04	0.00147539
16.24	0.04	-0.00373580
16.28	0.04	-0.00329232
16.32	0.04	0.00409976
16.36	0.04	-0.00095059
16.40	0.04	0.00288912
16.44	0.04	0.00223751
16.48	0.04	0.00114230
16.52	0.04	0.00206709
16.56	0.04	-0.00088907
16.60	0.04	0.00063117
16.64	0.04	0.00250559
16.68	0.04	-0.00195154
16.72	0.04	-0.00008893
16.76	0.04	0.00261225
16.80	0.04	0.00952264
16.84	0.04	0.00520135
16.88	0.04	0.00540535
16.92	0.04	0.00409006
16.96	0.04	0.00603688
17.00	0.04	0.00728219
17.04	0.04	0.00088971
17.08	0.04	-0.00228288
17.12	0.04	-0.00590163
17.16	0.04	-0.00146833
17.20	0.04	-0.00018626
17.24	0.04	-0.00318139
17.28	0.04	0.00484509
17.32	0.04	-0.00043069
17.36	0.04	-0.00359042
17.40	0.04	-0.00021904
17.44	0.04	-0.00541870
17.48	0.04	0.00422472
17.52	0.04	0.00285235
17.56	0.04	-0.00003505
17.60	0.04	-0.00374077
17.64	0.04	-0.00016450
17.68	0.04	-0.00233911
17.72	0.04	-0.00007703
17.76	0.04	0.00145556
17.80	0.04	-0.00503195
17.84	0.04	-0.00081982
17.88	0.04	0.00326142
17.92	0.04	0.00993804
17.96	0.04	-0.00146307
18.00	0.04	-0.00119849
18.04	0.04	0.00219601
18.08	0.04	0.00130632
18.12	0.04	-0.00314657
18.16	0.04	-0.00177417
18.20	0.04	-0.00110392
18.24	0.04	-0.00022357
18.28	0.04	-0.00087029
18.32	0.04	-0.00044707
18.36	0.04	0.00291963
18.40	0.04	0.00212766
18.44	0.04	0.00133787
18.48	0.04	0.00026147
18.52	0.04	0.00235711
18.56	0.04	-0.00017779
18.60	0.04	0.00016756
18.64	0.04	0.00032096
18.68	0.04	0.00181534
18.72	0.04	0.00165088
18.76	0.04	0.00117263
18.80	0.04	0.00061009
18.84	0.04	0.00089081
18.88	0.04	-0.00025747
18.92	0.04	-0.00090754
18.96	0.04	0.00031578
19.00	0.04	0.00005937
19.04	0.04	0.00113644
19.08	0.04	0.00059840
19.12	0.04	0.00167973
19.16	0.04	0.00163254
19.20	0.04	0.00461705
19.24	0.04	-0.00048581
19.28	0.04	0.00176064
19.32	0.04	0.00459771
19.36	0.04	0.00609867
19.40	0.04	0.00172207
19.44	0.04	0.00070424
19.48	0.04	0.00231084
19.52	0.04	-0.00147881
19.56	0.04	0.00006554
19.60	0.04	-0.00184883
19.64	0.04	-0.00162773
19.68	0.04	-0.00041327
19.72	0.04	-0.00479123
19.76	0.04	-0.01254323
19.80	0.04	-0.00756160
19.84	0.04	-0.00106011
19.88	0.04	0.00620246
19.92	0.04	-0.00399795
19.96	0.04	-0.00742193
20.00	0.04	0.00230669
20.04	0.04	-0.00347452
20.08	0.04	-0.00494344
20.12	0.04	-0.00860398
20.16	0.04	0.00518571
20.20	0.04	-0.00005608
20.24	0.04	-0.00017808
20.28	0.04	-0.00263944
20.32	0.04	-0.00560503
20.36	0.04	-0.00522862
20.40	0.04	-0.00543356
20.44	0.04	-0.00106301
20.48	0.04	0.00067544
20.52	0.04	-0.00444697
20.56	0.04	-0.00197428
20.60	0.04	0.00802306
20.64	0.04	0.00312329
20.68	0.04	0.00717701
20.72	0.04	-0.00198762
20.76	0.04	-0.00432830
20.80	0.04	0.00196542
20.84	0.04	0.00759690
20.88	0.04	-0.00155905
20.92	0.04	0.00735022
20.96	0.04	0.00847057
21.00	0.04	0.00055602
21.04	0.04	0.00913552
21.08	0.04	0.00710560
21.12	0.04	0.00069710
21.16	0.04	0.00077754
21.20	0.04	0.00573270
21.24	0.04	0.01168886
21.28	0.04	0.00321231
21.32	0.04	-0.00696538
21.36	0.04	-0.00677355
21.40	0.04	0.00353143
21.44	0.04	0.01020368
21.48	0.04	0.00832200
21.52	0.04	0.00719940
21.56	0.04	0.00774095
21.60	0.04	0.00447210
21.64	0.04	-0.00033606
21.68	0.04	0.00131076
21.72	0.04	0.00076647
21.76	0.04	0.00390636
21.80	0.04	0.00616215
21.84	0.04	0.00686069
21.88	0.04	0.00311168
21.92	0.04	-0.00003353
21.96	0.04	0.00429862
22.00	0.04	0.00398859
22.04	0.04	0.00022563
22.08	0.04	0.00393115
22.12	0.04	0.00232793
22.16	0.04	0.00094107
22.20	0.04	0.00012165
22.24	0.04	0.00191925
22.28	0.04	0.00299553
22.32	0.04	0.00133307
22.36	0.04	0.00072216
22.40	0.04	0.00407283
22.44	0.04	-0.00022611
22.48	0.04	-0.00310269
22.52	0.04	0.00373073
22.56	0.04	0.00000809
22.60	0.04	-0.00057454
22.64	0.04	0.00712439
22.68	0.04	-0.00324440
22.72	0.04	0.00159447
22.76	0.04	-0.00136782
22.80	0.04	-0.00556587
22.84	0.04	-0.00374488
22.88	0.04	-0.00008759
22.92	0.04	0.00305708
22.96	0.04	0.00195857
23.00	0.04	-0.00369340
23.04	0.04	-0.00122405
23.08	0.04	0.00180563
23.12	0.04	0.00143384
23.16	0.04	-0.00352802
23.20	0.04	-0.00335335
23.24	0.04	0.00310970
23.28	0.04	0.00218246
23.32	0.04	-0.00495329
23.36	0.04	-0.00520074
23.40	0.04	-0.00289275
23.44	0.04	-0.00145550
23.48	0.04	-0.00862381
23.52	0.04	-0.01216965
23.56	0.04	-0.00801088
23.60	0.04	-0.00352461
23.64	0.04	-0.00737785
23.68	0.04	-0.01996024
23.72	0.04	-0.02817495
23.76	0.04	-0.03047143
23.80	0.04	-0.03292152
23.84	0.04	-0.03146878
23.88	0.04	-0.01665630
23.92	0.04	-0.00579354
23.96	0.04	-0.01592897
24.00	0.04	-0.01445357
24.04	0.04	-0.00990338
24.08	0.04	-0.00220669
24.12	0.04	0.00194002
24.16	0.04	-0.00340038
24.20	0.04	-0.00151633
24.24	0.04	0.00319579
24.28	0.04	-0.00257104
24.32	0.04	0.00279287
24.36	0.04	0.00046194
24.40	0.04	-0.00879201
24.44	0.04	-0.00804688
24.48	0.04	-0.00487308
24.52	0.04	0.00365351
24.56	0.04	0.00628569
24.60	0.04	-0.00051007
24.64	0.04	-0.00560300
24.68	0.04	-0.00965053
24.72	0.04	-0.01250605
24.76	0.04	-0.00493717
24.80	0.04	0.00204661
24.84	0.04	0.00041828
24.88	0.04	-0.00779237
24.92	0.04	-0.01150405
24.96	0.04	-0.00985561
25.00	0.04	-0.00337597
25.04	0.04	-0.00586222
25.08	0.04	-0.00607057
25.12	0.04	-0.00355630
25.16	0.04	0.00320479
25.20	0.04	0.00142137
25.24	0.04	0.00229611
25.28	0.04	0.00157865
25.32	0.04	0.00229922
25.36	0.04	0.00291096
25.40	0.04	0.00377909
25.44	0.04	0.00389905
25.48	0.04	0.00454813
25.52	0.04	0.00073955
25.56	0.04	0.00325773
25.60	0.04	0.00152774
25.64	0.04	-0.00168551
25.68	0.04	-0.00177526
25.72	0.04	0.00128770
25.76	0.04	0.00169354
25.80	0.04	0.00218429
25.84	0.04	0.00124886
25.88	0.04	0.00312384
25.92	0.04	0.00202274
25.96	0.04	0.00212606
26.00	0.04	-0.00074813
26.04	0.04	0.00230623
26.08	0.04	0.00554173
26.12	0.04	0.00291344
26.16	0.04	0.00171484
26.20	0.04	0.00113506
26.24	0.04	0.00161817
26.28	0.04	-0.00111190
26.32	0.04	-0.00350227
26.36	0.04	-0.00276817
26.40	0.04	-0.00224092
26.44	0.04	0.00277160
26.48	0.04	0.00295976
26.52	0.04	-0.00068971
26.56	0.04	-0.00156354
26.60	0.04	0.00048201
26.64	0.04	0.00559312
26.68	0.04	0.00271251
26.72	0.04	-0.00102307
26.76	0.04	0.00371293
26.80	0.04	0.00271507
26.84	0.04	0.00104017
26.88	0.04	0.00390011
26.92	0.04	0.00087199
26.96	0.04	-0.00166195
27.00	0.04	-0.00070550
27.04	0.04	-0.00194358
27.08	0.04	-0.00372468
27.12	0.04	0.00183368
27.16	0.04	0.00173402
27.20	0.04	-0.00230503
27.24	0.04	0.00075046
27.28	0.04	0.00376679
27.32	0.04	0.00199063
27.36	0.04	0.00086324
27.40	0.04	0.00012560
27.44	0.04	0.00186727
27.48	0.04	0.00295638
27.52	0.04	0.00337666
27.56	0.04	0.00705674
27.60	0.04	0.00573982
27.64	0.04	0.00674016
27.68	0.04	0.00669786
27.72	0.04	0.00557997
27.76	0.04	0.00512473
27.80	0.04	0.00314497
27.84	0.04	0.00349639
27.88	0.04	0.00042811
27.92	0.04	-0.00013166
27.96	0.04	-0.00229955
28.00	0.04	-0.00052106
28.04	0.04	0.00204162
28.08	0.04	0.00348455
28.12	0.04	0.00331982
28.16	0.04	0.00446144
28.20	0.04	0.00188671
28.24	0.04	0.00581616
28.28	0.04	0.01018326
28.32	0.04	0.00924130
28.36	0.04	0.00514225
28.40	0.04	0.00263262
28.44	0.04	-0.00056112
28.48	0.04	0.00050538
28.52	0.04	-0.00233382
28.56	0.04	-0.00110971
28.60	0.04	0.00011575
28.64	0.04	0.00104421
28.68	0.04	-0.00145421
28.72	0.04	-0.00234200
28.76	0.04	-0.00266727
28.80	0.04	-0.00075412
28.84	0.04	-0.00134559
28.88	0.04	-0.00082175
28.92	0.04	-0.00107420
28.96	0.04	0.00228026
29.00	0.04	-0.00165641
29.04	0.04	-0.00347780
29.08	0.04	-0.00194600
29.12	0.04	-0.00186945
29.16	0.04	-0.00140140
29.20	0.04	-0.00283782
29.24	0.04	-0.00407761
29.28	0.04	-0.00081674
29.32	0.04	-0.00026648
29.36	0.04	-0.00065284
29.40	0.04	0.00056076
29.44	0.04	0.00099649
29.48	0.04	-0.00146021
29.52	0.04	-0.00135144
29.56	0.04	0.00088982
29.60	0.04	0.00019913
29.64	0.04	0.00035166
29.68	0.04	-0.00036030
29.72	0.04	-0.00024395
29.76	0.04	0.00070718
29.80	0.04	0.00109207
29.84	0.04	0.00048681
29.88	0.04	-0.00027699
29.92	0.04	-0.00000452
29.96	0.04	-0.00010585
30.00	0.04	-0.00007391
30.04	0.04	-0.00066217
30.08	0.04	-0.00050692
30.12	0.04	-0.00075779
30.16	0.04	-0.00066756
30.20	0.04	-0.00074014
30.24	0.04	-0.00057758
30.28	0.04	-0.00017087
30.32	0.04	0.00003348
30.36	0.04	-0.00027962
30.40	0.04	0.00040667
30.44	0.04	-0.00012213
30.48	0.04	0.00027738
30.52	0.04	-0.00019594
30.56	0.04	0.00011558
30.60	0.04	0.00103172
30.64	0.04	0.00061713
30.68	0.04	0.00000173
30.72	0.04	-0.00053446
30.76	0.04	0.00023117
30.80	0.04	0.00037771
30.84	0.04	0.00103699
30.88	0.04	0.00091527
30.92	0.04	0.00083555
30.96	0.04	0.00063137
31.00	0.04	0.00017667
31.04	0.04	0.00018130
31.08	0.04	-0.00035118
31.12	0.04	0.00076118
31.16	0.04	0.00037662
31.20	0.04	0.00027285
31.24	0.04	0.00034057
31.28	0.04	0.00104006
31.32	0.04	0.00198723
31.36	0.04	0.00148739
31.40	0.04	0.00162094
31.44	0.04	0.00130408
31.48	0.04	0.00110219
31.52	0.04	0.00063948
31.56	0.04	0.00012506
31.60	0.04	0.00103537
31.64	0.04	0.00100767
31.68	0.04	0.00036543
31.72	0.04	0.00017021
31.76	0.04	0.00068004
31.80	0.04	0.00069656
31.84	0.04	0.00039802
31.88	0.04	0.00056004
31.92	0.04	0.00079771
31.96	0.04	0.00022608
32.00	0.04	0.00004388
32.04	0.04	0.00031913
32.08	0.04	0.00056702
32.12	0.04	0.00014755
32.16	0.04	0.00034792
32.20	0.04	0.00012473
32.24	0.04	0.00036584
32.28	0.04	0.00040948
32.32	0.04	0.00012798
32.36	0.04	0.00001830
32.40	0.04	0.00075689
32.44	0.04	0.00066509
32.48	0.04	0.00033698
32.52	0.04	0.00013434
32.56	0.04	0.00054216
32.60	0.04	0.00049892
32.64	0.04	0.00002283
32.68	0.04	0.00002638
32.72	0.04	0.00046960
32.76	0.04	0.00068410
32.80	0.04	0.00060450
32.84	0.04	0.00068014
32.88	0.04	0.00139595
32.92	0.04	0.00113614
32.96	0.04	0.00091058
33.00	0.04	0.00008731
33.04	0.04	-0.00054754
33.08	0.04	-0.00064421
33.12	0.04	-0.00018405
33.16	0.04	-0.00060086
33.20	0.04	-0.00004404
33.24	0.04	0.00018676
33.28	0.04	0.00043277
33.32	0.04	0.00090724
33.36	0.04	0.00131033
33.40	0.04	0.00179568
33.44	0.04	0.00211523
33.48	0.04	0.00284407
33.52	0.04	0.00136490
33.56	0.04	0.00155912
33.60	0.04	0.00127336
33.64	0.04	0.00075212
33.68	0.04	0.00056112
33.72	0.04	0.00029135
33.76	0.04	-0.00003689
33.80	0.04	-0.00001572
33.84	0.04	-0.00012371
33.88	0.04	0.00023170
33.92	0.04	-0.00016580
33.96	0.04	-0.00026911
34.00	0.04	-0.00116438
34.04	0.04	-0.00031095
34.08	0.04	-0.00001588
34.12	0.04	0.00168990
34.16	0.04	0.00316608
34.20	0.04	0.00233385
34.24	0.04	0.00305802
34.28	0.04	0.00158310
34.32	0.04	0.00175935
34.36	0.04	0.00139297
34.40	0.04	0.00133771
34.44	0.04	0.00186091
34.48	0.04	0.00207531
34.52	0.04	0.00215475
34.56	0.04	0.00210770
34.60	0.04	0.00197810
34.64	0.04	0.00086459
34.68	0.04	0.00110556
34.72	0.04	0.00115634
34.76	0.04	0.00103659
34.80	0.04	0.00098433
34.84	0.04	0.00050194
34.88	0.04	0.00008814
34.92	0.04	0.00053033
34.96	0.04	0.00071504
35.00	0.04	0.00080958
35.04	0.04	0.00147339
35.08	0.04	0.00200605
35.12	0.04	0.00244232
35.16	0.04	0.00171170
35.20	0.04	0.00133084
35.24	0.04	0.00099977
35.28	0.04	0.00064216
35.32	0.04	0.00108772
35.36	0.04	0.00186528
35.40	0.04	0.00122298
35.44	0.04	0.00089445
35.48	0.04	0.00036972
35.52	0.04	-0.00028215
35.56	0.04	0.00021233
35.60	0.04	0.00025504
35.64	0.04	0.00146832
35.68	0.04	0.00146893
35.72	0.04	0.00185616
35.76	0.04	0.00325816
35.80	0.04	0.00472417
35.84	0.04	0.00614693
35.88	0.04	0.00541948
35.92	0.04	0.00553981
35.96	0.04	0.00436209
36.00	0.04	0.00317250
36.04	0.04	0.00170394
36.08	0.04	0.00083399
36.12	0.04	0.00041017
36.16	0.04	0.00150117
36.20	0.04	0.00204486
36.24	0.04	0.00103861
36.28	0.04	0.00149830
36.32	0.04	0.00064508
36.36	0.04	0.00102703
36.40	0.04	0.00195484
36.44	0.04	0.00009463
36.48	0.04	0.00175728
36.52	0.04	0.00123313
36.56	0.04	0.00147226
36.60	0.04	0.00262875
36.64	0.04	0.00360238
36.68	0.04	0.00320563
36.72	0.04	0.00227571
36.76	0.04	0.00162130
36.80	0.04	0.00114315
36.84	0.04	0.00147175
36.88	0.04	0.00128911
36.92	0.04	0.00229091
36.96	0.04	0.00062288
37.00	0.04	0.00060166
37.04	0.04	0.00137503
37.08	0.04	0.00096022
37.12	0.04	0.00128372
37.16	0.04	0.00087292
37.20	0.04	0.00073888
37.24	0.04	0.00040210
37.28	0.04	0.00084940
37.32	0.04	0.00137670
37.36	0.04	0.00193290
37.40	0.04	0.00230341
37.44	0.04	0.00205600
37.48	0.04	0.00373027
37.52	0.04	0.00272499
37.56	0.04	0.00301944
37.60	0.04	0.00268645
37.64	0.04	0.00294337
37.68	0.04	0.00304826
37.72	0.04	0.00270558
37.76	0.04	0.00324380
37.80	0.04	0.00204541
37.84	0.04	0.00185091
37.88	0.04	0.00142897
37.92	0.04	0.00245399
37.96	0.04	0.00288581
38.00	0.04	0.00279551
38.04	0.04	0.00236788
38.08	0.04	0.00277919
38.12	0.04	0.00383653
38.16	0.04	0.00240754
38.20	0.04	0.00048775
38.24	0.04	0.00033154
38.28	0.04	0.00040365
38.32	0.04	0.00026159
