onset	duration	lrdiff
186.48	0.04	0.00000152
186.52	0.04	-0.00000547
186.56	0.04	0.00000247
186.60	0.04	-0.00001027
186.64	0.04	-0.00000004
186.68	0.04	0.00000572
186.72	0.04	-0.00000682
186.76	0.04	0.00000326
186.80	0.04	-0.00000043
186.84	0.04	-0.00000465
186.88	0.04	0.00000209
186.92	0.04	0.00000525
186.96	0.04	-0.00000185
187.00	0.04	-0.00000763
187.04	0.04	-0.00000354
187.08	0.04	-0.00000711
187.12	0.04	-0.00000360
187.16	0.04	0.00000776
187.20	0.04	0.00000066
187.24	0.04	0.00001012
187.28	0.04	0.00001163
187.32	0.04	0.00000632
187.36	0.04	0.00000281
187.40	0.04	-0.00000004
187.44	0.04	-0.00000442
187.48	0.04	0.00001003
187.52	0.04	0.00000473
187.56	0.04	-0.00000544
187.60	0.04	-0.00000455
187.64	0.04	0.00000312
187.68	0.04	0.00000420
187.72	0.04	0.00000478
187.76	0.04	0.00000550
187.80	0.04	-0.00000307
187.84	0.04	-0.00001016
187.88	0.04	-0.00001398
187.92	0.04	-0.00000701
187.96	0.04	-0.00000906
188.00	0.04	-0.00001348
188.04	0.04	0.00000273
188.08	0.04	0.00000133
188.12	0.04	-0.00001002
188.16	0.04	0.00000082
188.20	0.04	0.00000708
188.24	0.04	0.00000509
188.28	0.04	0.00001406
188.32	0.04	0.00000674
188.36	0.04	-0.00001653
188.40	0.04	-0.00000415
188.44	0.04	-0.00000820
188.48	0.04	-0.00001253
188.52	0.04	-0.00000831
188.56	0.04	-0.00000404
188.60	0.04	0.00000508
188.64	0.04	0.00000087
188.68	0.04	-0.00000104
188.72	0.04	0.00000321
188.76	0.04	-0.00000636
188.80	0.04	-0.00000014
188.84	0.04	0.00000269
188.88	0.04	0.00000478
188.92	0.04	0.00000626
188.96	0.04	-0.00000153
189.00	0.04	0.00000118
189.04	0.04	0.00000058
189.08	0.04	0.00000466
189.12	0.04	-0.00000440
189.16	0.04	0.00000558
189.20	0.04	0.00000796
189.24	0.04	0.00000462
189.28	0.04	0.00000201
189.32	0.04	-0.00000937
189.36	0.04	-0.00000140
189.40	0.04	-0.00000371
189.44	0.04	0.00000477
189.48	0.04	-0.00000740
189.52	0.04	0.00000401
189.56	0.04	-0.00000149
189.60	0.04	0.00000340
189.64	0.04	0.00000355
189.68	0.04	-0.00000665
189.72	0.04	-0.00000584
189.76	0.04	-0.00001137
189.80	0.04	0.00000644
189.84	0.04	-0.00000204
189.88	0.04	-0.00000049
189.92	0.04	-0.00000439
189.96	0.04	0.00000553
190.00	0.04	0.00000425
190.04	0.04	-0.00000585
190.08	0.04	-0.00000760
190.12	0.04	-0.00007914
190.16	0.04	0.00002229
190.20	0.04	0.00006254
190.24	0.04	0.00002917
190.28	0.04	-0.00002288
190.32	0.04	0.00002830
190.36	0.04	-0.00008794
190.40	0.04	-0.00001380
190.44	0.04	0.00000285
190.48	0.04	-0.00000688
190.52	0.04	0.00000803
190.56	0.04	0.00006670
190.60	0.04	0.00024348
190.64	0.04	-0.00004044
190.68	0.04	-0.00000497
190.72	0.04	0.00006836
190.76	0.04	-0.00002139
190.80	0.04	-0.00001124
190.84	0.04	-0.00001054
190.88	0.04	-0.00004587
190.92	0.04	-0.00004073
190.96	0.04	-0.00014834
191.00	0.04	0.00001402
191.04	0.04	-0.00002429
191.08	0.04	-0.00003215
191.12	0.04	-0.00008127
191.16	0.04	0.00004181
191.20	0.04	-0.00001475
191.24	0.04	0.00002770
191.28	0.04	0.00010161
191.32	0.04	0.00003948
191.36	0.04	0.00021955
191.40	0.04	0.00016540
191.44	0.04	0.00003109
191.48	0.04	0.00001070
191.52	0.04	0.00004267
191.56	0.04	0.00003108
191.60	0.04	0.00005064
191.64	0.04	0.00007633
191.68	0.04	0.00001057
191.72	0.04	0.00000262
191.76	0.04	0.00005045
191.80	0.04	0.00039396
191.84	0.04	0.00036775
191.88	0.04	-0.00012133
191.92	0.04	-0.00002757
191.96	0.04	0.00005094
192.00	0.04	0.00019351
192.04	0.04	0.00028934
192.08	0.04	-0.00005984
192.12	0.04	0.00004250
192.16	0.04	0.00001944
192.20	0.04	0.00000392
192.24	0.04	-0.00001167
192.28	0.04	-0.00000080
192.32	0.04	0.00002438
192.36	0.04	-0.00000636
192.40	0.04	0.00000073
192.44	0.04	-0.00001329
192.48	0.04	0.00033684
192.52	0.04	-0.00007884
192.56	0.04	-0.00003786
192.60	0.04	-0.00008876
192.64	0.04	0.00016731
192.68	0.04	-0.00000164
192.72	0.04	-0.00004083
192.76	0.04	-0.00002990
192.80	0.04	-0.00026852
192.84	0.04	-0.00004789
192.88	0.04	-0.00008530
192.92	0.04	-0.00004105
192.96	0.04	0.00000066
193.00	0.04	-0.00002401
193.04	0.04	0.00001032
193.08	0.04	-0.00009962
193.12	0.04	0.00014559
193.16	0.04	0.00005795
193.20	0.04	0.00004470
193.24	0.04	0.00004447
193.28	0.04	-0.00002251
193.32	0.04	-0.00006359
193.36	0.04	-0.00001255
193.40	0.04	0.00001829
193.44	0.04	-0.00005350
193.48	0.04	-0.00011127
193.52	0.04	-0.00016146
193.56	0.04	0.00000640
193.60	0.04	-0.00000360
193.64	0.04	-0.00006952
193.68	0.04	0.00026344
193.72	0.04	-0.00002453
193.76	0.04	-0.00002329
193.80	0.04	-0.00000216
193.84	0.04	0.00026088
193.88	0.04	0.00007889
193.92	0.04	0.00005150
193.96	0.04	-0.00029119
194.00	0.04	-0.00006033
194.04	0.04	-0.00000950
194.08	0.04	0.00001136
194.12	0.04	-0.00003687
194.16	0.04	0.00012815
194.20	0.04	-0.00004033
194.24	0.04	-0.00008285
194.28	0.04	-0.00019763
194.32	0.04	-0.00004770
194.36	0.04	0.00005142
194.40	0.04	0.00013142
194.44	0.04	-0.00001990
194.48	0.04	0.00004149
194.52	0.04	0.00004385
194.56	0.04	0.00000724
194.60	0.04	-0.00003971
194.64	0.04	-0.00013020
194.68	0.04	-0.00007520
194.72	0.04	0.00006462
194.76	0.04	0.00003024
194.80	0.04	0.00004545
194.84	0.04	0.00007623
194.88	0.04	0.00028734
194.92	0.04	0.00060290
194.96	0.04	-0.00084153
195.00	0.04	-0.00014445
195.04	0.04	-0.00008684
195.08	0.04	-0.00000912
195.12	0.04	0.00014065
195.16	0.04	-0.00003004
195.20	0.04	0.00039358
195.24	0.04	0.00064039
195.28	0.04	0.00038783
195.32	0.04	0.00005211
195.36	0.04	-0.00008764
195.40	0.04	-0.00016149
195.44	0.04	0.00009993
195.48	0.04	0.00015579
195.52	0.04	0.00000733
195.56	0.04	-0.00004803
195.60	0.04	0.00023291
195.64	0.04	0.00013946
195.68	0.04	0.00048484
195.72	0.04	0.00032063
195.76	0.04	0.00003634
195.80	0.04	0.00011380
195.84	0.04	0.00006739
195.88	0.04	0.00003351
195.92	0.04	0.00002416
195.96	0.04	0.00004150
196.00	0.04	0.00004977
196.04	0.04	0.00000768
196.08	0.04	0.00003278
196.12	0.04	0.00003635
196.16	0.04	0.00002298
196.20	0.04	0.00002203
196.24	0.04	-0.00000261
196.28	0.04	-0.00000943
196.32	0.04	-0.00001028
196.36	0.04	-0.00002817
196.40	0.04	-0.00002660
196.44	0.04	-0.00000812
196.48	0.04	0.00002036
196.52	0.04	0.00014569
196.56	0.04	-0.00001605
196.60	0.04	-0.00000180
196.64	0.04	-0.00003285
196.68	0.04	0.00000116
196.72	0.04	0.00000873
196.76	0.04	-0.00001186
196.80	0.04	-0.00004998
196.84	0.04	0.00003135
196.88	0.04	0.00000526
196.92	0.04	0.00004540
196.96	0.04	0.00000535
197.00	0.04	0.00000961
197.04	0.04	-0.00001464
197.08	0.04	-0.00003687
197.12	0.04	0.00002039
197.16	0.04	-0.00000799
197.20	0.04	-0.00001787
197.24	0.04	-0.00006677
197.28	0.04	-0.00006826
197.32	0.04	0.00018366
197.36	0.04	0.00006932
197.40	0.04	0.00001862
197.44	0.04	0.00012689
197.48	0.04	0.00004081
197.52	0.04	0.00010585
197.56	0.04	-0.00030604
197.60	0.04	-0.00000704
197.64	0.04	0.00000291
197.68	0.04	0.00000259
197.72	0.04	0.00000560
197.76	0.04	-0.00000605
197.80	0.04	-0.00009467
197.84	0.04	-0.00002789
197.88	0.04	-0.00002214
197.92	0.04	0.00001351
197.96	0.04	-0.00009321
198.00	0.04	0.00023221
198.04	0.04	-0.00015446
198.08	0.04	-0.00001256
198.12	0.04	0.00000748
198.16	0.04	-0.00000810
198.20	0.04	-0.00001631
198.24	0.04	-0.00023811
198.28	0.04	-0.00010403
198.32	0.04	0.00000699
198.36	0.04	-0.00002183
198.40	0.04	0.00010940
198.44	0.04	0.00010246
198.48	0.04	-0.00001441
198.52	0.04	0.00008166
198.56	0.04	0.00012713
198.60	0.04	0.00004035
198.64	0.04	0.00000684
198.68	0.04	0.00000343
198.72	0.04	0.00011706
198.76	0.04	0.00001170
198.80	0.04	0.00001090
198.84	0.04	0.00002672
198.88	0.04	0.00006394
198.92	0.04	0.00012497
198.96	0.04	-0.00004312
199.00	0.04	-0.00013050
199.04	0.04	-0.00001982
199.08	0.04	0.00000553
199.12	0.04	-0.00005636
199.16	0.04	-0.00005805
199.20	0.04	0.00005396
199.24	0.04	0.00011269
199.28	0.04	-0.00001139
199.32	0.04	-0.00013855
199.36	0.04	0.00008530
199.40	0.04	-0.00006447
199.44	0.04	-0.00004207
199.48	0.04	0.00000422
199.52	0.04	0.00000072
199.56	0.04	-0.00001928
199.60	0.04	-0.00002760
199.64	0.04	0.00000796
199.68	0.04	0.00000343
199.72	0.04	-0.00000823
199.76	0.04	0.00001612
199.80	0.04	0.00000275
199.84	0.04	-0.00001766
199.88	0.04	-0.00002631
199.92	0.04	-0.00000140
199.96	0.04	-0.00006178
200.00	0.04	-0.00004448
200.04	0.04	-0.00006906
200.08	0.04	-0.00002163
200.12	0.04	0.00001221
200.16	0.04	0.00002243
200.20	0.04	0.00001996
200.24	0.04	-0.00001727
200.28	0.04	-0.00003067
200.32	0.04	-0.00005271
200.36	0.04	0.00012404
200.40	0.04	0.00028427
200.44	0.04	0.00021122
200.48	0.04	0.00004620
200.52	0.04	0.00010372
200.56	0.04	0.00006143
200.60	0.04	0.00005711
200.64	0.04	-0.00003633
200.68	0.04	-0.00006530
200.72	0.04	-0.00022649
200.76	0.04	0.00014101
200.80	0.04	0.00012579
200.84	0.04	0.00006645
200.88	0.04	0.00013376
200.92	0.04	0.00007189
200.96	0.04	-0.00007389
201.00	0.04	0.00030260
201.04	0.04	0.00040720
201.08	0.04	0.00009109
201.12	0.04	0.00032077
201.16	0.04	0.00004239
201.20	0.04	-0.00009790
201.24	0.04	0.00005187
201.28	0.04	0.00026766
201.32	0.04	0.00004416
201.36	0.04	0.00000674
201.40	0.04	-0.00002351
201.44	0.04	-0.00002594
201.48	0.04	0.00011494
201.52	0.04	0.00005651
201.56	0.04	0.00003130
201.60	0.04	0.00000423
201.64	0.04	0.00000543
201.68	0.04	-0.00001191
201.72	0.04	-0.00000027
201.76	0.04	-0.00000949
201.80	0.04	-0.00003579
201.84	0.04	0.00003582
201.88	0.04	-0.00003292
201.92	0.04	0.00017977
201.96	0.04	0.00005465
202.00	0.04	0.00000404
202.04	0.04	0.00002668
202.08	0.04	-0.00002695
202.12	0.04	-0.00000560
202.16	0.04	0.00000385
202.20	0.04	0.00000484
202.24	0.04	0.00000537
202.28	0.04	0.00000081
202.32	0.04	-0.00000847
202.36	0.04	-0.00001441
202.40	0.04	-0.00000009
202.44	0.04	-0.00001252
202.48	0.04	0.00000810
202.52	0.04	0.00000914
202.56	0.04	0.00000220
202.60	0.04	0.00000886
202.64	0.04	-0.00000863
202.68	0.04	0.00000505
202.72	0.04	0.00000074
202.76	0.04	0.00000207
202.80	0.04	0.00000224
202.84	0.04	0.00000981
202.88	0.04	0.00000188
202.92	0.04	-0.00000366
202.96	0.04	0.00000243
203.00	0.04	0.00000655
203.04	0.04	0.00000420
203.08	0.04	0.00000709
203.12	0.04	0.00000391
203.16	0.04	0.00000279
203.20	0.04	0.00000520
203.24	0.04	0.00000261
203.28	0.04	0.00000868
203.32	0.04	0.00000747
203.36	0.04	0.00000900
203.40	0.04	0.00000411
203.44	0.04	0.00000470
203.48	0.04	-0.00000243
203.52	0.04	0.00000109
203.56	0.04	0.00000462
203.60	0.04	0.00000870
203.64	0.04	0.00000400
203.68	0.04	0.00000514
203.72	0.04	0.00001184
203.76	0.04	0.00001747
203.80	0.04	-0.00000630
203.84	0.04	0.00000102
203.88	0.04	0.00000598
203.92	0.04	-0.00000618
203.96	0.04	-0.00000362
204.00	0.04	0.00000265
204.04	0.04	-0.00000050
204.08	0.04	0.00000322
204.12	0.04	0.00000724
204.16	0.04	-0.00000055
204.20	0.04	0.00000625
204.24	0.04	0.00000971
204.28	0.04	0.00000810
204.32	0.04	0.00000343
204.36	0.04	0.00001041
204.40	0.04	0.00000330
204.44	0.04	0.00000714
204.48	0.04	0.00000001
204.52	0.04	0.00000553
204.56	0.04	-0.00000886
204.60	0.04	-0.00000669
204.64	0.04	0.00000340
204.68	0.04	-0.00000492
204.72	0.04	0.00000833
204.76	0.04	0.00000676
204.80	0.04	0.00000425
204.84	0.04	0.00000648
204.88	0.04	0.00000069
204.92	0.04	-0.00000528
204.96	0.04	-0.00000004
205.00	0.04	-0.00000932
205.04	0.04	-0.00000383
205.08	0.04	0.00001142
205.12	0.04	0.00000141
205.16	0.04	0.00000538
205.20	0.04	0.00001398
205.24	0.04	0.00000276
205.28	0.04	0.00000558
205.32	0.04	0.00000342
205.36	0.04	0.00001111
205.40	0.04	0.00000865
205.44	0.04	-0.00000739
205.48	0.04	0.00000060
205.52	0.04	-0.00000756
205.56	0.04	-0.00000188
205.60	0.04	-0.00000326
205.64	0.04	-0.00001090
205.68	0.04	-0.00000226
205.72	0.04	-0.00000684
205.76	0.04	-0.00000185
205.80	0.04	0.00000492
205.84	0.04	-0.00000269
205.88	0.04	0.00000063
205.92	0.04	-0.00002195
205.96	0.04	-0.00001105
206.00	0.04	0.00000254
206.04	0.04	-0.00000313
206.08	0.04	0.00000020
206.12	0.04	0.00000542
206.16	0.04	0.00000220
206.20	0.04	0.00000408
206.24	0.04	-0.00000656
206.28	0.04	0.00005151
206.32	0.04	0.00002493
206.36	0.04	0.00000479
206.40	0.04	0.00007095
206.44	0.04	-0.00001203
206.48	0.04	0.00005126
206.52	0.04	-0.00000179
206.56	0.04	0.00001598
206.60	0.04	0.00004504
206.64	0.04	-0.00029662
206.68	0.04	0.00007474
206.72	0.04	0.00005284
206.76	0.04	-0.00001532
206.80	0.04	0.00003907
206.84	0.04	0.00000590
206.88	0.04	0.00004712
206.92	0.04	0.00001650
206.96	0.04	-0.00000009
207.00	0.04	-0.00001273
207.04	0.04	0.00000353
207.08	0.04	-0.00000062
207.12	0.04	0.00003152
207.16	0.04	-0.00001165
207.20	0.04	-0.00000119
207.24	0.04	0.00000761
207.28	0.04	0.00004889
207.32	0.04	-0.00012024
207.36	0.04	0.00000594
207.40	0.04	0.00007269
207.44	0.04	0.00001947
207.48	0.04	0.00004412
207.52	0.04	0.00000681
207.56	0.04	-0.00001537
207.60	0.04	0.00008990
207.64	0.04	0.00000371
207.68	0.04	0.00000437
207.72	0.04	0.00002101
207.76	0.04	0.00000228
207.80	0.04	0.00001374
207.84	0.04	0.00000784
207.88	0.04	0.00002756
207.92	0.04	-0.00009351
207.96	0.04	0.00001345
208.00	0.04	0.00001784
208.04	0.04	-0.00000446
208.08	0.04	-0.00001495
208.12	0.04	-0.00001210
208.16	0.04	0.00000203
208.20	0.04	0.00001055
208.24	0.04	0.00001204
208.28	0.04	-0.00001813
208.32	0.04	-0.00002268
208.36	0.04	0.00001288
208.40	0.04	-0.00005041
208.44	0.04	-0.00011346
208.48	0.04	-0.00001183
208.52	0.04	-0.00001375
208.56	0.04	-0.00003714
208.60	0.04	0.00001789
208.64	0.04	-0.00003137
208.68	0.04	-0.00003757
208.72	0.04	-0.00005339
208.76	0.04	-0.00004317
208.80	0.04	-0.00003593
208.84	0.04	-0.00004355
208.88	0.04	-0.00001273
208.92	0.04	-0.00002522
208.96	0.04	0.00003165
209.00	0.04	0.00003274
209.04	0.04	-0.00002298
209.08	0.04	-0.00002886
209.12	0.04	-0.00004135
209.16	0.04	-0.00000624
209.20	0.04	-0.00003283
209.24	0.04	-0.00000492
209.28	0.04	-0.00004039
209.32	0.04	-0.00001289
209.36	0.04	-0.00005564
209.40	0.04	-0.00005171
209.44	0.04	-0.00003245
209.48	0.04	-0.00006219
209.52	0.04	-0.00009125
209.56	0.04	0.00227404
209.60	0.04	0.00168777
209.64	0.04	0.00042471
209.68	0.04	-0.00000682
209.72	0.04	0.00035685
209.76	0.04	-0.00027232
209.80	0.04	0.00019480
209.84	0.04	-0.00028479
209.88	0.04	-0.00011165
209.92	0.04	0.00019162
209.96	0.04	0.00005082
210.00	0.04	-0.00093926
210.04	0.04	0.00230459
210.08	0.04	0.00111310
210.12	0.04	-0.00082457
210.16	0.04	0.00030041
210.20	0.04	-0.00263963
210.24	0.04	0.00163309
210.28	0.04	0.00062093
210.32	0.04	-0.00017358
210.36	0.04	0.00006408
210.40	0.04	-0.00017867
210.44	0.04	0.00007970
210.48	0.04	-0.00001681
210.52	0.04	-0.00011142
210.56	0.04	-0.00013701
210.60	0.04	-0.00000095
210.64	0.04	-0.00001325
210.68	0.04	-0.00001008
210.72	0.04	-0.00005584
210.76	0.04	-0.00007107
210.80	0.04	-0.00003469
210.84	0.04	-0.00005019
210.88	0.04	-0.00005925
210.92	0.04	-0.00003928
210.96	0.04	-0.00002629
211.00	0.04	-0.00006510
211.04	0.04	-0.00003700
211.08	0.04	-0.00001734
211.12	0.04	-0.00002646
211.16	0.04	-0.00004590
211.20	0.04	0.00001975
211.24	0.04	-0.00003015
211.28	0.04	-0.00002836
211.32	0.04	-0.00003690
211.36	0.04	-0.00003851
211.40	0.04	-0.00006530
211.44	0.04	-0.00010811
211.48	0.04	-0.00006635
211.52	0.04	-0.00005139
211.56	0.04	-0.00003689
211.60	0.04	-0.00004623
211.64	0.04	-0.00003169
211.68	0.04	-0.00003536
211.72	0.04	-0.00000989
211.76	0.04	-0.00006262
211.80	0.04	-0.00005953
211.84	0.04	-0.00007404
211.88	0.04	-0.00006461
211.92	0.04	-0.00003966
211.96	0.04	-0.00003598
212.00	0.04	-0.00002803
212.04	0.04	-0.00002307
212.08	0.04	0.00000801
212.12	0.04	-0.00001531
212.16	0.04	-0.00002236
212.20	0.04	-0.00005273
212.24	0.04	-0.00004079
212.28	0.04	-0.00005885
212.32	0.04	-0.00006102
212.36	0.04	-0.00002413
212.40	0.04	-0.00002650
212.44	0.04	-0.00001150
212.48	0.04	-0.00002110
212.52	0.04	-0.00000658
212.56	0.04	-0.00000893
212.60	0.04	-0.00001837
212.64	0.04	-0.00005941
212.68	0.04	-0.00004508
212.72	0.04	-0.00001808
212.76	0.04	-0.00005738
212.80	0.04	-0.00002348
212.84	0.04	-0.00003796
212.88	0.04	-0.00001716
212.92	0.04	-0.00005343
212.96	0.04	-0.00001312
213.00	0.04	-0.00001553
213.04	0.04	-0.00003058
213.08	0.04	-0.00002917
213.12	0.04	-0.00001853
213.16	0.04	-0.00004038
213.20	0.04	-0.00003119
213.24	0.04	-0.00002121
213.28	0.04	0.00001502
213.32	0.04	-0.00003953
213.36	0.04	-0.00000895
213.40	0.04	-0.00000256
213.44	0.04	-0.00000773
213.48	0.04	0.00001584
213.52	0.04	-0.00001809
213.56	0.04	-0.00000661
213.60	0.04	-0.00001758
213.64	0.04	-0.00002149
213.68	0.04	-0.00008487
213.72	0.04	-0.00009318
213.76	0.04	-0.00003955
213.80	0.04	-0.00005518
213.84	0.04	-0.00003654
213.88	0.04	-0.00002324
213.92	0.04	-0.00002013
213.96	0.04	-0.00001744
214.00	0.04	-0.00000091
214.04	0.04	0.00001963
214.08	0.04	0.00001454
214.12	0.04	-0.00002493
214.16	0.04	-0.00006143
214.20	0.04	0.00000369
214.24	0.04	0.00003385
214.28	0.04	-0.00001117
214.32	0.04	-0.00000191
214.36	0.04	-0.00002288
214.40	0.04	-0.00001168
214.44	0.04	-0.00003092
214.48	0.04	-0.00002231
214.52	0.04	-0.00004658
214.56	0.04	-0.00004380
214.60	0.04	-0.00004659
214.64	0.04	-0.00002105
214.68	0.04	-0.00000569
214.72	0.04	-0.00001677
214.76	0.04	-0.00001572
214.80	0.04	-0.00001951
214.84	0.04	0.00000605
214.88	0.04	0.00003350
214.92	0.04	-0.00003717
214.96	0.04	-0.00001818
215.00	0.04	-0.00001874
215.04	0.04	-0.00004033
215.08	0.04	-0.00004167
215.12	0.04	-0.00003679
215.16	0.04	-0.00002082
215.20	0.04	-0.00001891
215.24	0.04	-0.00001944
215.28	0.04	-0.00001106
215.32	0.04	0.00001230
215.36	0.04	0.00000541
215.40	0.04	-0.00002745
215.44	0.04	-0.00004397
215.48	0.04	-0.00004738
215.52	0.04	-0.00001327
215.56	0.04	-0.00003357
215.60	0.04	-0.00002498
215.64	0.04	-0.00002720
215.68	0.04	0.00000137
215.72	0.04	-0.00001235
215.76	0.04	0.00001151
215.80	0.04	0.00002749
215.84	0.04	0.00001926
215.88	0.04	0.00000328
215.92	0.04	-0.00004753
215.96	0.04	0.00003606
216.00	0.04	0.00003035
216.04	0.04	-0.00002946
216.08	0.04	0.00000112
216.12	0.04	-0.00017053
216.16	0.04	0.00014156
216.20	0.04	0.00001769
216.24	0.04	-0.00008729
216.28	0.04	-0.00045118
216.32	0.04	0.00027507
216.36	0.04	0.00003593
216.40	0.04	0.00188368
216.44	0.04	0.00030282
216.48	0.04	-0.00293292
216.52	0.04	-0.00010483
216.56	0.04	-0.00069969
216.60	0.04	-0.00538728
216.64	0.04	0.00211161
216.68	0.04	-0.00045007
216.72	0.04	-0.00054815
216.76	0.04	0.00104250
216.80	0.04	0.00176089
216.84	0.04	0.00019902
216.88	0.04	0.00019175
216.92	0.04	-0.00057597
216.96	0.04	0.00016494
217.00	0.04	-0.00002150
217.04	0.04	-0.00020734
217.08	0.04	0.00035411
217.12	0.04	0.00169630
217.16	0.04	0.00157003
217.20	0.04	0.00021903
217.24	0.04	-0.00041928
217.28	0.04	0.00151155
217.32	0.04	0.00246253
217.36	0.04	-0.00009502
217.40	0.04	0.00039610
217.44	0.04	-0.00024848
217.48	0.04	-0.00009760
217.52	0.04	0.00020019
217.56	0.04	0.00001746
217.60	0.04	-0.00003515
217.64	0.04	-0.00002403
217.68	0.04	0.00001117
217.72	0.04	0.00000360
217.76	0.04	-0.00001647
217.80	0.04	-0.00003056
217.84	0.04	-0.00001163
217.88	0.04	0.00028706
217.92	0.04	-0.00074725
217.96	0.04	0.00153945
218.00	0.04	0.00054010
218.04	0.04	0.00031704
218.08	0.04	0.00104669
218.12	0.04	-0.00054051
218.16	0.04	0.00039105
218.20	0.04	0.00024676
218.24	0.04	-0.00001782
218.28	0.04	0.00006742
218.32	0.04	-0.00003660
218.36	0.04	-0.00008101
218.40	0.04	0.00002573
218.44	0.04	0.00000025
218.48	0.04	-0.00000109
218.52	0.04	-0.00002142
218.56	0.04	-0.00002100
218.60	0.04	-0.00002704
218.64	0.04	-0.00003618
218.68	0.04	-0.00002907
218.72	0.04	0.00000250
218.76	0.04	0.00002907
218.80	0.04	-0.00000444
218.84	0.04	0.00001121
218.88	0.04	0.00000657
218.92	0.04	0.00003254
218.96	0.04	-0.00001688
219.00	0.04	-0.00002693
219.04	0.04	-0.00002516
219.08	0.04	-0.00002195
219.12	0.04	0.00000170
219.16	0.04	-0.00001733
219.20	0.04	-0.00003261
219.24	0.04	0.00000018
219.28	0.04	-0.00000640
219.32	0.04	-0.00000630
219.36	0.04	0.00001523
219.40	0.04	-0.00000388
219.44	0.04	0.00001654
219.48	0.04	-0.00001051
219.52	0.04	-0.00001961
219.56	0.04	-0.00002182
219.60	0.04	-0.00001039
219.64	0.04	-0.00002013
219.68	0.04	-0.00000907
219.72	0.04	-0.00001116
219.76	0.04	-0.00000699
219.80	0.04	0.00000531
219.84	0.04	-0.00001029
219.88	0.04	0.00000662
219.92	0.04	-0.00001986
219.96	0.04	-0.00002130
220.00	0.04	-0.00002743
220.04	0.04	-0.00004766
220.08	0.04	-0.00005101
220.12	0.04	-0.00004739
220.16	0.04	-0.00002951
220.20	0.04	-0.00001220
220.24	0.04	-0.00000209
220.28	0.04	-0.00001280
220.32	0.04	-0.00002086
220.36	0.04	-0.00001168
220.40	0.04	-0.00001329
220.44	0.04	-0.00001742
220.48	0.04	-0.00001183
220.52	0.04	-0.00000834
220.56	0.04	-0.00002787
220.60	0.04	-0.00003623
220.64	0.04	-0.00002128
220.68	0.04	-0.00002198
220.72	0.04	-0.00001431
220.76	0.04	-0.00000419
220.80	0.04	-0.00001765
220.84	0.04	-0.00000896
220.88	0.04	-0.00001275
220.92	0.04	0.00000444
220.96	0.04	-0.00002995
221.00	0.04	-0.00001532
221.04	0.04	-0.00002437
221.08	0.04	-0.00001302
221.12	0.04	-0.00001963
221.16	0.04	-0.00002010
221.20	0.04	-0.00000310
221.24	0.04	-0.00004356
221.28	0.04	-0.00031837
221.32	0.04	0.00040691
221.36	0.04	0.00000233
221.40	0.04	-0.00006876
221.44	0.04	-0.00004622
221.48	0.04	-0.00005014
221.52	0.04	-0.00027528
221.56	0.04	0.00233494
221.60	0.04	0.00176689
221.64	0.04	0.00006093
221.68	0.04	0.00004187
221.72	0.04	-0.00003492
221.76	0.04	-0.00007924
221.80	0.04	-0.00007567
221.84	0.04	-0.00015140
221.88	0.04	-0.00001437
221.92	0.04	0.00000794
221.96	0.04	-0.00000419
222.00	0.04	0.00000134
222.04	0.04	0.00001177
222.08	0.04	0.00018057
222.12	0.04	-0.00016549
222.16	0.04	-0.00010238
222.20	0.04	0.00009023
222.24	0.04	0.00006348
222.28	0.04	0.00003252
222.32	0.04	-0.00001990
222.36	0.04	-0.00000122
222.40	0.04	-0.00001147
222.44	0.04	-0.00003330
222.48	0.04	-0.00000428
222.52	0.04	-0.00001126
